id,year,month,day
2897,1968,04,27
2898,1949,06,18
2899,2011,11,19
2900,1947,01,28
2901,2009,05,10
2902,2003,03,05
2903,1993,05,16
2904,1947,03,19
2905,2007,10,15
2906,2004,02,26
2907,1973,03,22
2908,1990,11,25
2909,1970,03,13
2910,1964,08,17
2911,1978,11,26
2912,1980,04,05
2913,1982,07,09
2914,1978,07,27
2915,2006,07,02
2916,1966,03,02
2917,1996,03,29
2918,2008,04,25
2919,1952,02,10
2920,1991,04,25
2921,1972,12,30
2922,1972,05,09
2923,1944,01,03
2924,2013,05,16
2925,1994,11,22
2926,1961,12,04
2927,2009,04,12
2928,1988,02,22
2929,1971,05,21
2930,1985,09,30
2931,1952,12,16
2932,2006,05,14
2933,2001,03,21
2934,2016,11,22
2935,2008,02,06
2936,2010,12,17
2937,1978,08,04
2938,1954,05,16
2939,1948,06,30
2940,1953,01,16
2941,1947,12,09
2942,1961,09,03
2943,1970,12,16
2944,1989,06,01
2945,2000,12,02
2946,1986,01,26
2947,2018,06,03
2948,2012,03,30
2949,2007,10,23
2950,1983,11,13
2951,2000,03,12
2952,1972,06,17
2953,1980,12,19
2954,2001,11,15
2955,2001,04,07
2956,1972,10,10
2957,2001,06,09
2958,2000,08,22
2959,2002,12,31
2960,1986,03,20
2961,1971,03,23
2962,2004,12,03
2963,1957,12,06
2964,1942,05,28
2965,1984,04,09
2966,2019,04,25
2967,2010,11,24
2968,1948,06,06
2969,1995,11,16
2970,1964,01,16
2971,1961,05,09
2972,1949,09,27
2973,1972,12,29
2974,1962,06,26
2975,2013,08,07
2976,2010,09,05
2977,2012,07,05
2978,1953,09,06
2979,1984,04,06
2980,1973,12,20
2981,1994,08,13
2982,1956,04,25
2983,2013,04,04
2984,1970,02,05
2985,1968,06,13
2986,1951,02,17
2987,2005,03,18
2988,1964,12,03
2989,1999,09,22
2990,1993,09,29
2991,1960,05,04
2992,2017,09,19
2993,2008,07,05
2994,1958,10,10
2995,1957,09,04
2996,2002,02,13
2997,1981,01,11
2998,1976,10,08
2999,1977,07,27
3000,1998,06,05
3001,1962,10,19
3002,2016,08,13
3003,1977,06,09
3004,2006,03,05
3005,2005,11,08
3006,1941,02,10
3007,2018,07,13
3008,2008,10,04
3009,1941,08,03
3010,1955,04,18
3011,1973,10,06
3012,1961,03,05
3013,1950,12,04
3014,1941,05,20
3015,1991,05,31
3016,1997,12,07
3017,2010,01,22
3018,1950,05,11
3019,1975,05,22
3020,1959,01,04
3021,1991,10,23
3022,2015,03,18
3023,1972,01,15
3024,1965,03,20
3025,1947,08,13
3026,1951,10,04
3027,1941,07,27
3028,2013,10,10
3029,1963,02,14
3030,1985,09,29
3031,1964,09,18
3032,1973,10,13
3033,1963,11,02
3034,2015,05,11
3035,2006,10,01
3036,1980,10,16
3037,1976,06,24
3038,1961,03,13
3039,1963,11,13
3040,1967,05,04
3041,1977,05,31
3042,1940,08,21
3043,2016,05,17
3044,1950,06,18
3045,1997,10,11
3046,1945,11,15
3047,1962,06,03
3048,2009,07,11
3049,1980,01,15
3050,1942,07,27
3051,1940,04,20
3052,2009,06,20
3053,2010,01,26
3054,1958,11,02
3055,1993,06,30
3056,1995,07,27
3057,2015,02,07
3058,2002,07,17
3059,1997,04,09
3060,1979,04,09
3061,1965,02,11
3062,1951,10,21
3063,1992,12,07
3064,1967,08,03
3065,1998,03,29
3066,1984,11,03
3067,1983,11,09
3068,2015,10,27
3069,1986,04,21
3070,1941,12,25
3071,1963,04,12
3072,1955,07,02
3073,1999,08,15
3074,2001,10,14
3075,1941,12,27
3076,1957,03,01
3077,1944,04,05
3078,2003,08,19
3079,1973,03,15
3080,2004,09,17
3081,2003,11,16
3082,1992,08,01
3083,1954,08,05
3084,2019,09,30
3085,1995,08,17
3086,1954,03,08
3087,2008,07,28
3088,1993,01,13
3089,1971,05,28
3090,2002,01,27
3091,2010,09,08
3092,2003,07,24
3093,2005,12,02
3094,2015,03,27
3095,1968,06,06
3096,1973,04,29
3097,1999,06,21
3098,1946,10,15
3099,1981,10,13
3100,1945,02,23
3101,2004,12,15
3102,1965,12,09
3103,1987,05,07
3104,1969,04,05
3105,1953,10,11
3106,1950,01,21
3107,1985,09,04
3108,1971,01,24
3109,1966,12,22
3110,1964,03,02
3111,1977,08,17
3112,1963,01,21
3113,1946,04,10
3114,1976,01,11
3115,2012,07,26
3116,1999,02,22
3117,1960,12,11
3118,1995,07,19
3119,2006,09,08
3120,1961,09,03
3121,1967,07,01
3122,1983,08,10
3123,1971,04,17
3124,2012,01,08
3125,1965,01,03
3126,1991,02,22
3127,1985,09,15
3128,1955,04,20
3129,1977,04,18
3130,1940,11,25
3131,2000,02,25
3132,2008,07,20
3133,1947,08,06
3134,1996,06,29
3135,1966,10,14
3136,1956,01,15
3137,1941,03,30
3138,1948,02,07
3139,1959,06,18
3140,1960,07,13
3141,1987,12,07
3142,1953,03,06
3143,1983,04,20
3144,1965,12,01
3145,1994,01,26
3146,1960,11,08
3147,2012,06,26
3148,2018,09,13
3149,2005,05,18
3150,1966,06,25
3151,1989,12,06
3152,1980,04,19
3153,2015,04,11
3154,2016,04,26
3155,1941,06,24
3156,1993,10,18
3157,2018,12,04
3158,1981,02,28
3159,1993,11,01
3160,1980,01,24
3161,1954,03,09
3162,1975,10,20
3163,1986,02,09
3164,1980,07,11
3165,1981,11,23
3166,1988,06,28
3167,1988,07,02
3168,1948,05,26
3169,2019,01,21
3170,2016,01,14
3171,2008,12,03
3172,1953,09,03
3173,2010,02,18
3174,1991,12,31
3175,1961,03,28
3176,1957,10,05
3177,1951,11,19
3178,1974,11,28
3179,1946,11,24
3180,1999,10,08
3181,1996,05,25
3182,1995,11,12
3183,1971,01,31
3184,1949,02,02
3185,1991,11,11
3186,1969,06,02
3187,1978,05,06
3188,2000,06,11
3189,1971,06,24
3190,1950,05,04
3191,1981,11,17
3192,1994,09,25
3193,1965,05,03
3194,1981,03,07
3195,2018,08,06
3196,1999,07,13
3197,1967,08,22
3198,1983,07,03
3199,1972,05,04
3200,1975,02,10
3201,2011,03,09
3202,2003,03,04
3203,2019,04,05
3204,1960,03,07
3205,1961,03,24
3206,2017,12,01
3207,2016,10,07
3208,1968,08,19
3209,1980,06,24
3210,1945,11,04
3211,1995,08,25
3212,2017,12,15
3213,1996,03,19
3214,2016,02,19
3215,1941,11,24
3216,2019,11,13
3217,1955,10,06
3218,2016,06,04
3219,2001,05,15
3220,1948,07,21
3221,2005,10,24
3222,1973,10,01
3223,1987,10,28
3224,1971,11,20
3225,1955,03,20
3226,1972,03,31
3227,1954,05,14
3228,1982,10,28
3229,1973,05,27
3230,1974,07,26
3231,1982,04,12
3232,2004,06,03
3233,2011,04,16
3234,1970,07,24
3235,2018,07,06
3236,1963,11,13
3237,1987,04,23
3238,2010,10,21
3239,1963,12,24
3240,2011,06,23
3241,1962,03,02
3242,2012,07,09
3243,1999,01,17
3244,1986,05,18
3245,1998,02,01
3246,2013,01,20
3247,1997,03,17
3248,1960,11,24
3249,1954,01,28
3250,2001,06,02
3251,1988,06,20
3252,1968,04,16
3253,2006,04,02
3254,1998,06,09
3255,2003,03,13
3256,1972,08,17
3257,2012,11,19
3258,1999,09,05
3259,1965,08,13
3260,1956,12,01
3261,2008,04,13
3262,2009,10,09
3263,1972,12,23
3264,1995,02,13
3265,1962,10,03
3266,1975,02,26
3267,1963,11,17
3268,2001,04,10
3269,2011,05,30
3270,1952,03,05
3271,1973,07,29
3272,1951,07,26
3273,2001,09,27
3274,1942,06,26
3275,1968,01,12
3276,1966,01,09
3277,1977,10,29
3278,2003,02,15
3279,1961,07,13
3280,1943,05,16
3281,1958,07,14
3282,1950,09,09
3283,1942,04,11
3284,2010,11,23
3285,1949,06,02
3286,2011,03,23
3287,1996,07,24
3288,1946,10,23
3289,1973,01,22
3290,2008,06,05
3291,1964,05,19
3292,2005,11,30
3293,1943,03,09
3294,1991,08,12
3295,1969,08,01
3296,1981,12,09
3297,1987,05,15
3298,1943,12,14
3299,1947,02,02
3300,2007,02,15
3301,1960,10,12
3302,1993,11,12
3303,2004,10,18
3304,1989,05,24
3305,1961,04,04
3306,2017,04,05
3307,1973,03,21
3308,1971,11,30
3309,1959,06,15
3310,1967,02,08
3311,1992,06,07
3312,1972,05,10
3313,1989,01,10
3314,1958,08,30
3315,1993,11,01
3316,1987,01,10
3317,1998,11,08
3318,1941,10,13
3319,1967,06,22
3320,1994,11,03
3321,2019,02,01
3322,1960,02,18
3323,1975,09,16
3324,1971,06,05
3325,2016,01,26
3326,1947,02,02
3327,2001,12,13
3328,2011,04,05
3329,1952,02,08
3330,1993,10,15
3331,1973,10,19
3332,1955,06,18
3333,1964,02,17
3334,1940,03,21
3335,1981,07,28
3336,1974,11,01
3337,2005,09,01
3338,2018,04,05
3339,1961,11,24
3340,2014,03,27
3341,1943,07,14
3342,1954,12,14
3343,1971,07,06
3344,1990,01,13
3345,1974,03,03
3346,1964,12,27
3347,1981,10,16
3348,2000,12,06
3349,2000,12,13
3350,2015,03,30
3351,1999,08,22
3352,1947,04,16
3353,2012,11,28
3354,1986,02,20
3355,1978,03,27
3356,1965,06,19
3357,1959,12,22
3358,1986,02,07
3359,1979,04,18
3360,1965,03,30
3361,1994,10,10
3362,1948,07,24
3363,1960,01,16
3364,1953,07,17
3365,1991,03,15
3366,1990,06,28
3367,1972,10,01
3368,2017,09,02
3369,2007,12,24
3370,1954,05,10
3371,2013,10,26
3372,1952,04,18
3373,1960,08,30
3374,1998,08,01
3375,1991,06,05
3376,2009,05,20
3377,2014,06,03
3378,2009,08,03
3379,2007,03,07
3380,1983,06,03
3381,1946,08,03
3382,2019,06,16
3383,1989,10,15
3384,1952,12,05
3385,1953,04,08
3386,1984,07,13
3387,2001,07,13
3388,1957,01,14
3389,2004,07,11
3390,1991,03,13
3391,1977,02,27
3392,1982,10,11
3393,1966,10,29
3394,2002,11,14
3395,1976,12,23
3396,1985,10,12
3397,1969,12,08
3398,1975,04,06
3399,1997,05,26
3400,1968,05,06
3401,1944,10,11
3402,1997,12,22
3403,1960,10,12
3404,2007,11,01
3405,1946,08,20
3406,2007,10,27
3407,1973,03,25
3408,2001,12,21
3409,2001,07,30
3410,1953,07,16
3411,2000,06,08
3412,1963,02,26
3413,1954,09,15
3414,1948,05,14
3415,1998,09,18
3416,1957,10,16
3417,1947,03,21
3418,1969,09,25
3419,2017,02,21
3420,1962,07,29
3421,1988,06,24
3422,1942,11,06
3423,1965,09,17
3424,1981,07,09
3425,1985,10,28
3426,1980,12,23
3427,1960,12,25
3428,2019,01,21
3429,1997,08,26
3430,1983,10,14
3431,1999,12,31
3432,1949,06,07
3433,1950,05,29
3434,1988,05,22
3435,1970,02,16
3436,1971,08,21
3437,1950,06,21
3438,2014,05,30
3439,1961,04,26
3440,1974,03,14
3441,1946,11,18
3442,1973,05,01
3443,1968,04,22
3444,1978,10,12
3445,1957,10,23
3446,1992,02,29
3447,1962,05,30
3448,1956,08,14
3449,1984,11,11
3450,1964,01,07
3451,1961,07,12
3452,1958,12,31
3453,1955,05,23
3454,2018,03,14
3455,1942,12,24
3456,2001,10,09
3457,1941,05,02
3458,1997,04,19
3459,1992,01,03
3460,2019,04,25
3461,1993,04,02
3462,1990,02,18
3463,1997,03,04
3464,2015,03,26
3465,2002,06,01
3466,1976,12,21
3467,1982,10,24
3468,1998,12,21
3469,1989,02,07
3470,1947,02,10
3471,1983,01,30
3472,2006,12,11
3473,1986,03,29
3474,2010,12,12
3475,1981,12,06
3476,1957,04,08
3477,1955,09,13
3478,2012,07,20
3479,1950,03,11
3480,1947,12,25
3481,1942,02,11
3482,2001,12,21
3483,1979,04,22
3484,1944,04,12
3485,1969,02,14
3486,1955,09,15
3487,2001,05,23
3488,1954,10,04
3489,2000,04,08
3490,1950,08,04
3491,1966,05,01
3492,1994,04,05
3493,2007,09,29
3494,1984,06,01
3495,1947,01,24
3496,1970,06,24
3497,1975,04,16
3498,1967,03,24
3499,1973,03,14
3500,1985,06,29
3501,1946,01,11
3502,1950,01,04
3503,1972,01,12
3504,1995,10,09
3505,1952,10,25
3506,2002,06,04
3507,1975,08,29
3508,1979,08,20
3509,1967,05,19
3510,1982,11,05
3511,1959,08,16
3512,1999,03,03
3513,1966,11,17
3514,1979,01,08
3515,1997,04,22
3516,1976,01,31
3517,2011,08,31
3518,1968,10,31
3519,2005,03,08
3520,1971,11,13
3521,1951,05,23
3522,1955,09,03
3523,1947,12,06
3524,2019,04,04
3525,1952,06,14
3526,1958,10,16
3527,1951,03,29
3528,2004,10,16
3529,1983,05,23
3530,1987,01,31
3531,1950,09,16
3532,1965,06,18
3533,1960,10,03
3534,1994,05,15
3535,1969,12,02
3536,1993,09,13
3537,1962,05,05
3538,1980,07,18
3539,2000,03,30
3540,2017,12,12
3541,1972,08,22
3542,1944,03,18
3543,1985,07,07
3544,1982,05,09
3545,2016,11,30
3546,1956,05,24
3547,2004,07,17
3548,2010,09,21
3549,2006,03,08
3550,1958,09,20
3551,2010,12,07
3552,2018,10,29
3553,2012,11,05
3554,1996,02,02
3555,2016,09,07
3556,1973,10,22
3557,1970,03,03
3558,1981,05,04
3559,1960,06,26
3560,1954,04,24
3561,1955,12,29
3562,2014,07,21
3563,1994,06,16
3564,1947,06,21
3565,1973,06,21
3566,1978,02,24
3567,2006,09,22
3568,1972,09,14
3569,1951,08,15
3570,2017,04,25
3571,1966,11,05
3572,2019,08,17
3573,2013,03,11
3574,1993,06,21
3575,1962,12,29
3576,1981,06,08
3577,1976,04,04
3578,1956,10,28
3579,1966,01,20
3580,2007,04,20
3581,1953,09,24
3582,1959,09,04
3583,2002,02,12
3584,2000,08,08
3585,1990,11,01
3586,1979,10,29
3587,1974,03,26
3588,2002,11,08
3589,1988,02,22
3590,1998,09,09
3591,1946,06,22
3592,2009,02,16
3593,2002,03,15
3594,1960,06,19
3595,1945,02,25
3596,1963,12,14
3597,1977,05,28
3598,1984,05,27
3599,2011,02,16
3600,2016,08,31
3601,1952,05,20
3602,1974,06,26
3603,1949,06,09
3604,1982,08,05
3605,1964,01,18
3606,1965,12,02
3607,1968,04,25
3608,1957,06,25
3609,2007,03,18
3610,2007,05,29
3611,1967,07,27
3612,1953,07,31
3613,1970,01,31
3614,1994,12,18
3615,1971,02,23
3616,1996,03,12
3617,2004,11,04
3618,1960,05,18
3619,1996,03,11
3620,1945,01,13
3621,1985,05,15
3622,2018,01,27
3623,1962,01,05
3624,1962,08,19
3625,1947,05,08
3626,1990,01,02
3627,1958,01,19
3628,1943,01,24
3629,1981,03,30
3630,1972,08,15
3631,1952,12,24
3632,1981,03,25
3633,1975,05,16
3634,1985,12,30
3635,1989,10,31
3636,1976,08,20
3637,2020,01,28
3638,2016,03,29
3639,1955,07,14
3640,1973,09,13
3641,2018,08,04
3642,1972,04,29
3643,2014,04,09
3644,1955,04,12
3645,1989,02,20
3646,1988,03,11
3647,1967,12,07
3648,2007,09,25
3649,1947,06,27
3650,2007,10,14
3651,1986,05,09
3652,1983,02,06
3653,1975,11,09
3654,1950,10,25
3655,1956,03,06
3656,1953,05,02
3657,1958,09,06
3658,1969,03,08
3659,1943,03,10
3660,1982,06,01
3661,1981,02,06
3662,1999,12,08
3663,1985,12,18
3664,2019,09,12
3665,1976,09,10
3666,1991,03,18
3667,1998,09,04
3668,1988,10,25
3669,1943,03,18
3670,1962,04,14
3671,1999,08,28
3672,1961,10,20
3673,1948,08,17
3674,2006,04,09
3675,1983,04,28
3676,2016,07,02
3677,1979,06,15
3678,1954,10,15
3679,1955,04,22
3680,2011,05,16
3681,1997,12,28
3682,1995,01,29
3683,1956,09,06
3684,1977,04,24
3685,1984,06,26
3686,1989,02,19
3687,1994,09,18
3688,1974,12,20
3689,2003,04,13
3690,1958,11,26
3691,1955,03,05
3692,1945,09,26
3693,1998,08,01
3694,2016,02,16
3695,1982,02,22
3696,1951,02,21
3697,1940,10,08
3698,1951,05,26
3699,2011,07,29
3700,1997,10,12
3701,2004,01,12
3702,2012,07,27
3703,1973,02,18
3704,2015,03,03
3705,1974,11,23
3706,1979,04,27
3707,2010,09,26
3708,2010,09,09
3709,1985,04,07
3710,1968,12,11
3711,1992,01,08
3712,1963,02,20
3713,1978,12,31
3714,1941,04,14
3715,1989,12,11
3716,1941,06,28
3717,2000,05,20
3718,1989,01,12
3719,1974,05,01
3720,1947,03,23
3721,1952,09,17
3722,1997,01,21
3723,2007,11,03
3724,1984,02,04
3725,1946,08,25
3726,1952,03,27
3727,1972,02,08
3728,1948,01,11
3729,1941,01,08
3730,2019,12,12
3731,1962,04,16
3732,1973,09,19
3733,2015,12,31
3734,1944,06,13
3735,1949,10,26
3736,1946,09,25
3737,1948,12,16
3738,1980,12,16
3739,1974,10,05
3740,2011,03,16
3741,1995,11,16
3742,1972,05,16
3743,1975,07,09
3744,1948,12,28
3745,2015,05,25
3746,2000,10,05
3747,2013,04,25
3748,1986,01,10
3749,1992,08,23
3750,1957,02,11
3751,2019,02,24
3752,1940,07,28
3753,1967,04,15
3754,1990,10,24
3755,1953,08,21
3756,2011,03,11
3757,1950,09,23
3758,2015,07,25
3759,1959,07,19
3760,1987,05,02
3761,1983,06,26
3762,1972,11,03
3763,1980,11,01
3764,2000,06,20
3765,2015,05,20
3766,1957,06,25
3767,1964,11,27
3768,2010,07,25
3769,2014,01,22
3770,1942,08,03
3771,1951,07,22
3772,1998,07,03
3773,1973,11,23
3774,2001,09,25
3775,1992,01,15
3776,1972,12,10
3777,1995,11,07
3778,1965,05,14
3779,1981,05,24
3780,1954,11,16
3781,1950,07,22
3782,1992,03,06
3783,1999,06,07
3784,2019,06,11
3785,1952,07,12
3786,2017,11,22
3787,1955,06,03
3788,1956,03,26
3789,2004,10,31
3790,1969,08,05
3791,2006,04,08
3792,1952,03,26
3793,1995,04,17
3794,1980,04,11
3795,2004,10,31
3796,2003,04,25
3797,1985,05,14
3798,2008,03,18
3799,2008,12,01
3800,1963,07,19
3801,1965,02,04
3802,1979,10,21
3803,1961,09,14
3804,1963,08,13
3805,1952,08,18
3806,2004,12,02
3807,2010,07,30
3808,2015,12,16
3809,1948,11,16
3810,1943,11,30
3811,1963,12,22
3812,2002,09,21
3813,1963,02,02
3814,1976,02,22
3815,1960,08,03
3816,1990,05,26
3817,2000,10,11
3818,2005,05,13
3819,2017,09,11
3820,1989,04,07
3821,1987,08,18
3822,2011,12,19
3823,2012,03,14
3824,2007,05,19
3825,1985,01,01
3826,1996,11,18
3827,1959,04,17
3828,1981,07,24
3829,2001,07,07
3830,1968,01,06
3831,1953,09,14
3832,1993,12,11
3833,1995,02,17
3834,1943,12,08
3835,1948,01,13
3836,2018,03,09
3837,1972,12,23
3838,1985,10,20
3839,1982,12,30
3840,1980,04,22
3841,1984,02,14
3842,1993,08,09
3843,1964,07,23
3844,1984,07,02
3845,2006,05,09
3846,1974,06,20
3847,1957,02,28
3848,1979,10,15
3849,2009,04,30
3850,2000,04,20
3851,1969,05,17
3852,1966,02,10
3853,1966,07,29
3854,1952,03,09
3855,1989,08,06
3856,1955,02,12
3857,1958,12,05
3858,1992,09,13
3859,1974,06,17
3860,1999,01,01
3861,1979,12,26
3862,1953,03,19
3863,1979,01,04
3864,1944,11,12
3865,2019,04,13
3866,1955,01,09
3867,1997,07,15
3868,2018,03,26
3869,2006,05,21
3870,1957,12,11
3871,1997,12,23
3872,1964,09,17
3873,1967,12,19
3874,1996,07,20
3875,1941,10,12
3876,1944,10,23
3877,1998,10,18
3878,1976,10,27
3879,1942,11,03
3880,1972,06,22
3881,1988,02,19
3882,1958,01,05
3883,1987,03,25
3884,1978,05,24
3885,1954,01,14
3886,1970,03,14
3887,1980,04,13
3888,2008,12,12
3889,2003,09,21
3890,2016,08,17
3891,1955,02,09
3892,1953,10,11
3893,2006,05,10
3894,1959,04,07
3895,1990,12,01
3896,1953,11,30
3897,1972,05,01
3898,2006,02,02
3899,1990,12,18
3900,1975,11,21
3901,1997,11,25
3902,1993,06,13
3903,1988,03,09
3904,1972,09,13
3905,2003,03,22
3906,1952,07,28
3907,2014,11,11
3908,1955,10,03
3909,1986,10,01
3910,1982,10,01
3911,1954,08,28
3912,2003,10,16
3913,1972,05,22
3914,1969,02,23
3915,2010,02,06
3916,1984,12,17
3917,1955,02,25
3918,1952,11,11
3919,1987,12,11
3920,1951,11,18
3921,1971,05,06
3922,1943,11,23
3923,1989,03,04
3924,1945,01,15
3925,1946,12,08
3926,1965,07,16
3927,1971,06,16
3928,1974,03,12
3929,1948,12,09
3930,1974,07,26
3931,1988,03,05
3932,1961,10,22
3933,1961,12,16
3934,1994,01,29
3935,2012,12,20
3936,1944,05,26
3937,2001,02,10
3938,2004,08,01
3939,1962,09,17
3940,1945,12,19
3941,1985,08,07
3942,1962,09,25
3943,2018,10,19
3944,1992,06,02
3945,1980,07,08
3946,2003,04,03
3947,1968,05,21
3948,1977,07,10
3949,1990,02,02
3950,1951,11,06
3951,2009,02,01
3952,1973,11,16
3953,2017,12,11
3954,1986,05,16
3955,1976,08,31
3956,1993,03,23
3957,1968,04,04
3958,1963,08,08
3959,1943,01,27
3960,1968,02,14
3961,1970,12,15
3962,1962,09,14
3963,1989,07,27
3964,1983,05,02
3965,1962,10,02
3966,1967,12,05
3967,1966,06,12
3968,1940,07,08
3969,1975,03,27
3970,1966,02,17
3971,2004,02,24
3972,2017,10,28
3973,1953,11,24
3974,1960,05,25
3975,1989,12,10
3976,1994,12,06
3977,1973,12,24
3978,1958,05,23
3979,2000,05,20
3980,2018,01,06
3981,1959,10,03
3982,1975,06,14
3983,1963,04,22
3984,2017,09,15
3985,1960,06,20
3986,2005,08,16
3987,2018,01,12
3988,2001,10,28
3989,1955,01,22
3990,1972,12,04
3991,1965,02,02
3992,1969,10,31
3993,1950,12,18
3994,1959,01,28
3995,2014,12,08
3996,1951,09,03
3997,1951,01,05
3998,1989,02,01
3999,2017,03,06
4000,1996,12,20
4001,1962,05,02
4002,1989,12,13
4003,1942,07,07
4004,2013,12,03
4005,1989,04,19
4006,1970,04,20
4007,1978,06,10
4008,1992,08,14
4009,1966,12,05
4010,1990,11,17
4011,1999,03,08
4012,1970,05,11
4013,1988,10,11
4014,1981,11,08
4015,1948,06,20
4016,1966,12,10
4017,1971,06,07
4018,2000,02,28
4019,1949,05,24
4020,1953,02,09
4021,1948,01,06
4022,1946,05,25
4023,1961,11,03
4024,1999,12,30
4025,2013,08,21
4026,1959,05,28
4027,1954,11,06
4028,1958,05,04
4029,2007,02,26
4030,1944,04,17
4031,2005,06,03
4032,1965,03,16
4033,1976,10,01
4034,1969,05,12
4035,1950,02,10
4036,1948,09,08
4037,1958,01,08
4038,2020,01,18
4039,1949,03,11
4040,1955,01,28
4041,2008,08,24
4042,2002,01,12
4043,1967,02,23
4044,2015,08,25
4045,1983,10,27
4046,1950,05,18
4047,1959,09,17
4048,2017,10,20
4049,1965,06,24
4050,1948,07,13
4051,1998,09,21
4052,1962,11,06
4053,1995,12,19
4054,2002,09,11
4055,2007,10,10
4056,1944,12,22
4057,2016,05,02
4058,1993,01,20
4059,2010,12,22
4060,1998,08,23
4061,1972,08,03
4062,1995,04,21
4063,1976,01,27
4064,1991,05,20
4065,1942,03,23
4066,1980,12,21
4067,1945,06,20
4068,1968,01,12
4069,1967,03,03
4070,1966,03,22
4071,2019,03,28
4072,2016,10,06
4073,1949,04,30
4074,1962,03,18
4075,1985,12,29
4076,1954,07,29
4077,1944,10,20
4078,2017,04,09
4079,1992,05,05
4080,2003,02,27
4081,1981,02,20
4082,1953,10,07
4083,1972,12,16
4084,1951,09,02
4085,2014,12,02
4086,2012,03,25
4087,1958,12,03
4088,1998,08,13
4089,1966,08,08
4090,1949,02,22
4091,1990,05,10
4092,1994,09,10
4093,2007,04,25
4094,1952,07,05
4095,1957,01,12
4096,2015,01,18
4097,1968,06,03
4098,1991,05,28
4099,1968,05,08
4100,2012,05,29
4101,1974,11,02
4102,1948,02,26
4103,1997,01,19
4104,1949,04,24
4105,2002,07,30
4106,2002,06,12
4107,1944,09,01
4108,2005,04,14
4109,1976,05,02
4110,1942,10,01
4111,1974,03,01
4112,2019,10,15
4113,1984,03,12
4114,1964,06,09
4115,1989,10,23
4116,1943,03,25
4117,2007,06,06
4118,1992,12,09
4119,1996,10,25
4120,2007,10,05
4121,1963,12,15
4122,2017,12,16
4123,1983,11,04
4124,1991,09,23
4125,1946,10,09
4126,2013,10,10
4127,2012,05,07
4128,1941,04,05
4129,2017,08,12
4130,1948,08,14
4131,1986,09,21
4132,1975,07,20
4133,1997,11,27
4134,1947,09,02
4135,1972,08,16
4136,1948,03,18
4137,1953,04,21
4138,1990,03,18
4139,1996,01,01
4140,1991,06,25
4141,1957,09,03
4142,1988,04,01
4143,2016,04,16
4144,1945,11,21
4145,1969,06,10
4146,1992,07,06
4147,2011,06,12
4148,1943,10,12
4149,1972,06,09
4150,1976,08,17
4151,2011,09,19
4152,1976,10,31
4153,2000,06,21
4154,2011,03,19
4155,1949,06,08
4156,1973,04,06
4157,1958,08,22
4158,1988,12,25
4159,2001,07,21
4160,1957,06,14
4161,2015,06,08
4162,1986,12,23
4163,2017,09,16
4164,1988,10,06
4165,1992,09,09
4166,1972,08,06
4167,2011,06,15
4168,1950,05,22
4169,2013,12,10
4170,2014,08,11
4171,2007,12,29
4172,1999,01,29
4173,1961,05,17
4174,1943,04,28
4175,1953,09,08
4176,2019,12,09
4177,2017,06,18
4178,2001,09,25
4179,1966,11,01
4180,1999,01,29
4181,1948,11,23
4182,1948,04,18
4183,2010,01,31
4184,1979,05,17
4185,1966,01,20
4186,1960,10,17
4187,1972,09,15
4188,2005,02,22
4189,1990,05,03
4190,2014,01,21
4191,2003,09,21
4192,2004,05,12
4193,2009,01,30
4194,1985,12,17
4195,2006,11,17
4196,1960,01,30
4197,1948,10,25
4198,1958,10,07
4199,1991,04,13
4200,1976,06,19
4201,1947,09,19
4202,1946,03,09
4203,2014,08,14
4204,1998,02,25
4205,2006,07,11
4206,2000,05,28
4207,2008,03,07
4208,1966,12,12
4209,1949,02,28
4210,1941,03,08
4211,1953,02,07
4212,2016,01,31
4213,1990,01,17
4214,1986,11,04
4215,1977,04,18
4216,1997,11,25
4217,1967,01,12
4218,2016,04,27
4219,2013,06,22
4220,2014,03,18
4221,1944,01,13
4222,1998,08,01
4223,1993,02,14
4224,1973,10,23
4225,1963,03,13
4226,1990,04,25
4227,1982,07,21
4228,1997,07,02
4229,2016,09,05
4230,1966,11,18
4231,2001,01,16
4232,1979,02,12
4233,1955,10,25
4234,1973,08,18
4235,1978,05,06
4236,2002,12,05
4237,1984,02,13
4238,2003,11,12
4239,1995,02,21
4240,2007,12,03
4241,1985,07,09
4242,1995,11,14
4243,1940,08,20
4244,1977,06,13
4245,1979,07,25
4246,1957,10,27
4247,1963,08,21
4248,1994,03,13
4249,1997,04,28
4250,1982,10,07
4251,2003,07,07
4252,1980,09,29
4253,2008,12,24
4254,2008,09,21
4255,2005,01,16
4256,1996,09,08
4257,2012,08,02
4258,2012,05,02
4259,1981,03,20
4260,2015,12,12
4261,1945,12,13
4262,1958,09,03
4263,2001,08,05
4264,1940,03,23
4265,1988,05,29
4266,1943,11,21
4267,1953,07,25
4268,1963,10,18
4269,1975,05,02
4270,1945,05,22
4271,1996,01,22
4272,1981,11,25
4273,2019,02,21
4274,1946,10,07
4275,1953,09,06
4276,1996,01,28
4277,1973,06,15
4278,1987,03,17
4279,2003,05,24
4280,1982,08,29
4281,1950,07,23
4282,1940,04,05
4283,1970,05,22
4284,2016,05,27
4285,2006,12,16
4286,1975,06,05
4287,1971,03,30
4288,1954,03,24
4289,1961,12,15
4290,2008,04,15
4291,2002,08,24
4292,1953,08,15
4293,1958,11,16
4294,1962,09,29
4295,1959,07,28
